Table                    | Index        | Content
MCInstPredicateST        | 0            | CheckLockPrefix
MCInstPredicateST        | 1            | IsAtomicCompareAndSwap
MCInstPredicateST        | 2            | IsAtomicCompareAndSwap16B
MCInstPredicateST        | 3            | IsAtomicCompareAndSwap8B
MCInstPredicateST        | 4            | IsAtomicCompareAndSwap_8
MCInstPredicateST        | 5            | IsCMOVArm_Or_CMOVBErm
MCInstPredicateST        | 6            | IsCMOVArr_Or_CMOVBErr
MCInstPredicateST        | 7            | IsCompareAndSwap16B
MCInstPredicateST        | 8            | IsCompareAndSwap8B
MCInstPredicateST        | 9            | IsRegMemCompareAndSwap
MCInstPredicateST        | 10           | IsRegMemCompareAndSwap_16_32_64
MCInstPredicateST        | 11           | IsRegMemCompareAndSwap_8
MCInstPredicateST        | 12           | IsRegRegCompareAndSwap
MCInstPredicateST        | 13           | IsRegRegCompareAndSwap_16_32_64
MCInstPredicateST        | 14           | IsRegRegCompareAndSwap_8
MCInstPredicateST        | 15           | IsSETAm_Or_SETBEm
MCInstPredicateST        | 16           | IsSETAr_Or_SETBEr
MCInstPredicateST        | 17           | IsThreeOperandsLEAFn
MCInstPredicateST        | 18           | IsThreeOperandsLEAPredicate
MCInstPredicateST        | 19           | ZeroIdiomPredicate
MCInstPredicateST        | 20           | ZeroIdiomVPERMPredicate
MCInstPredicateST        | 21           | anonymous_12572
MCInstPredicateST        | 22           | anonymous_12573
MCInstPredicateST        | 23           | anonymous_12574
MCInstPredicateST        | 24           | anonymous_12575
MCInstPredicateST        | 25           | anonymous_12576
MCInstPredicateST        | 26           | anonymous_12577
MCInstPredicateST        | 27           | anonymous_12578
MCInstPredicateST        | 28           | anonymous_12579
MCInstPredicateST        | 29           | anonymous_16175
MCInstPredicateST        | 30           | anonymous_16176
MCInstPredicateST        | 31           | anonymous_16177
MCInstPredicateST        | 32           | anonymous_16178
MCInstPredicateST        | 33           | anonymous_16179
MCInstPredicateST        | 34           | anonymous_17056
MCInstPredicateST        | 35           | anonymous_17205
MCInstPredicateST        | 36           | anonymous_17208
MCInstPredicateST        | 37           | anonymous_17211
MCInstPredicateST        | 38           | anonymous_17214
MCInstPredicateST        | 39           | anonymous_17222
MCInstPredicateST        | 40           | anonymous_17225
MCInstPredicateST        | 41           | anonymous_17228
MCInstPredicateST        | 42           | anonymous_17231
MCInstPredicateST        | 43           | anonymous_9795
MCInstPredicateST        | 44           | anonymous_9796
MCInstPredicateST        | 45           | anonymous_9797
MCInstPredicateST        | 46           | anonymous_9798
MCInstPredicateST        | 47           | anonymous_9799
MCInstPredicateST        | 48           | anonymous_9800
MCInstPredicateST        | 49           | anonymous_9801
MCInstPredicateST        | 50           | anonymous_9802
MCInstPredicateST        | 51           | anonymous_9803
MCInstPredicateST        | 52           | anonymous_9804
MCInstPredicateST        | 53           | anonymous_9805
MCInstPredicateST        | 54           | anonymous_9806
MCInstPredicateST        | 55           | anonymous_9807
MCInstPredicateST        | 56           | anonymous_9810
MCInstPredicateST        | 57           | anonymous_9811
MCInstPredicateST        | 58           | anonymous_9812
MCInstPredicateST        | 59           | anonymous_9813
MCInstPredicateST        | 60           | anonymous_9814
MCInstPredicateST        | 61           | anonymous_9815
MCInstPredicateST        | 62           | anonymous_9816
MCInstPredicateST        | 63           | anonymous_9817
