| Name           | Value                                  |
| Views          | d:/views                               |
| Projects       | d:/drives/z/dev                        |
| z0             | d:/views/z0                            |
| Toolbase       | d:/views/toolbase                      |
| Control        | d:/views/control                       |
| DbRoot         | d:/views/db                            |
| DbTargets      | d:/views/db/targets                    |
| DbSources      | d:/views/db/sources                    |
| DbProjects     | d:/views/db/projects                   |
| DbCapture      | d:/views/db/capture                    |
| Logs           | d:/views/db/logs                       |
| EnvConfig      | d:/views/db/env                        |
| RepoDeps       | d:/views/repos                         |
| Archives       | d:/views/archives                      |
| LlvmRoot       | d:/views/repos/llvm                    |
| LlvmProject    | d:/views/repos/llvm/llvm-project       |
| LlvmData       | d:/views/dev/dev/llvm.data             |
| XedRoot        | d:/drives/z/repos/xed                  |
| Tools          | d:/views/tools                         |
| VSINSTALLDIR   | y:/tools/msvs/ide                      |
| VsRoot         | d:/views/msvs                          |
| NUGET_PACKAGES | f:/drives/y/archives/nuget             |
| llvm13         | d:/views/llvm13                        |
| llvm14         | d:/views/llvm14                        |
| WinSdkRoot     | c:/Program Files (x86)/Windows Kits/10 |
| WinSdkMajorVer | 10                                     |
| WinSdkVer      | 10.0.19041.0                           |
| NetFxVer       | 4.8                                    |
| MsvcVer        | 14.32.31326                            |
| LlvmVer        | 13.0.0                                 |
| DevRoot        | d:/drives/z                            |
| CgRoot         | d:/drives/z/dev/z0/cg                  |
